,0
28818,"It's the one and only, the world's greatest, the Kid Capri"
28819,"If I gotta go hard on a bitch, I'ma make it look sexy"
28820,"I pull up, hop out, air out, made it look sexy"
28821,They won't take me out my element
28822,"Nah, take me out my element"
28823,I said I'm geeked and I’m fired up
28824,All I want tonight is just get high
28825,"Girl, you look so good, it's to die for"
28826,"Ooh, that pussy good, it's to die for"
28827,It's a secret society
28828,All we ask is trust
28829,All we got is us
28830,"Loyalty, loyalty, loyalty"
28831,"Loyalty, loyalty, loyalty"
28832,Kung Fu Kenny now
28833,My resume is real enough for two millennium
28834,"A better way to make a wave, stop defendin' them"
28835,I meditate and moderate all of my wins again
28836,I'm hangin' on the fence again
28837,I'm always on your mind
28838,I put my lyric and my lifeline on the line
28839,"And ain't no limit when I might shine, might grind"
28840,"You rollin' with it at the right time, right now"
28841,Bad girl RiRi now
28842,"Swerve, swerve, swerve, swerve, leave it now"
28843,On your pulse like it’s EDM
28844,Gas in the bitch like it’s premium
28845,Haul ass on a bitch all in the fast lane
28846,Been a bad bitch way before any cash came
28847,"I'm established, hundred carats on my name"
28848,"Run the atlas, I’m a natural, I'm alright"
28849,"I'm a savage, I'm a asshole, I’m a king"
28850,"Shimmy ya, shimmy ya, shimmy ya rah"
28851,You can tell your nigga he can meet me outside
28852,You can babysit him when I leave him outside
28853,Ain't no other love like the one I know
28854,I done been down so long lost hope
28855,I done came down so hard I slowed
28856,"Honestly forever, all a real nigga want"
28857,I said I'm geeked and I'm fired up
28858,All I want tonight is just to get high up
28859,"All I want is, all I want is"
28860,"Loyalty, loyalty, loyalty"
28861,"Loyalty, loyalty, loyalty"
28862,"10-4, no switchin' sides"
28863,Feel somethin' wrong
28864,"You actin' shifty, you don't vibe"
28865,"With me no more, I need"
28866,"Loyalty, loyalty, loyalty"
28867,"Loyalty, loyalty, loyalty"
28868,Tell me who you loyal to
28869,Is it money? Is it fame? Is it weed? Is it drink?
28870,Is it comin' down with the loud pipes in the rain?
28871,"Big chillin', only for the power in your name"
28872,Tell me who you loyal to
28873,Is it love for the streets when the lights get dark?
28874,Is it unconditional when the 'Rari don't start?
28875,Tell me when your loyalty is comin' from the heart
28876,Tell me who you loyal to
28877,Do it start with your woman or your man?
28878,Do it end with your family and friends?
28879,Are you loyal to yourself in advance?
28880,"I said, tell me who you loyal to"
28881,Is it anybody that you would lie for?
28882,Anybody you would slide for?
28883,Anybody you would die for?
28884,That's what God for
28885,I said I'm geeked and I'm fired up
28886,All I want tonight is just to get high up
28887,"All I want is, all I want is"
28888,"Loyalty, loyalty, loyalty"
28889,"Loyalty, loyalty, loyalty"
28890,"10-4, no switchin' sides"
28891,Feel somethin' wrong
28892,"You actin' shifty, you don't vibe"
28893,"With me no more, I need"
28894,"Loyalty, loyalty, loyalty"
28895,"Loyalty, loyalty, loyalty"
28896,It's so hard to be humble
28897,It's so hard to be
28898,Lord knows I'm tryin'
28899,"Lord knows I'm dyin', baby"
28900,When the lights shut off and it's my turn
28901,"To settle down, my main concern"
28902,Promise that you will sing about me
28903,Promise that you will sing about me
28904,I said when the lights shut off and it's my turn
28905,"To settle down, my main concern"
28906,Promise that you will sing about me
28907,Promise that you will sing about me
28908,I woke up this morning and figured I'd call you
28909,In case I'm not here tomorrow
28910,I'm hopin' that I can borrow
28911,"A peace of mind, I'm behind on what's really important"
28912,My mind is really distorted
28913,I find nothing but trouble in my life
28914,I'm fortunate you believe in a dream
28915,This orphanage we call a ghetto is quite a routine
28916,And last night was just another distraction
28917,Or a reaction of what we consider madness
28918,I know exactly what happened
28919,You ran outside when you heard my brother cry for help
28920,Held him like a newborn baby and made him feel
28921,Like everything was alright in a fight he tried to put up
28922,But the type of bullet that stuck
28923,"Had went against his will, that's blood spilled on your hands"
28924,My plan's rather vindictive
28925,Everybody's a victim in my eyes
28926,When I ride it's a murderous rhythm
28927,And outside became pitch black
28928,"A demon glued to my back, whispering ""Get 'em!"""
28929,I got 'em and I ain't give a fuck
28930,That same mentality I told my brother not to duck
28931,In actuality it's a trip how we trip off of colors
28932,I wonder if I'll ever discover a passion like you and recover
28933,The life that I knew as a youngin
28934,In pajamas and dun-ta-duns
28935,When thunder comes it rains cats and dogs dumb
28936,Niggas like me never prosper
28937,"Prognosis of a problem child, I'm proud and well-devoted"
28938,This Piru shit been in me forever
28939,"So forever I'ma push it, wherever, whenever"
28940,And I love you 'cause you love my brother like you did
28941,Just promise me you'll tell this story when you make it big
28942,"And if I die before your album drop, I hope—"
28943,Promise that you will sing about me
28944,Promise that you will sing about me
28945,I said when the lights shut off and it's my turn
28946,"To settle down, my main concern"
28947,Promise that you will sing about me
28948,Promise that you will sing about me
28949,You wrote a song about my sister on your tape
28950,And called it Section.80
28951,"The message resembled ""Brenda's Got a Baby"""
28952,What's crazy was I was hearin' about it
28953,But doubted your ignorance
28954,How could you ever just put her on blast and shit?
28955,Judgin' her past and shit?
28956,"Well, it's completely my future"
28957,Her nigga behind me right now askin' for ass and shit
28958,And I'ma need that forty dollars
28959,"Even if I got to fuck, suck and swallow"
28960,"In the parking lot, Gonzales Park, I'm followed"
28961,"By a married man, and father of three"
28962,My titties bounce on the cadence of his tinklin' keys
28963,"Matter of fact, he my favorite 'cause he tip me with E's"
28964,He got a cousin named David and I seen him last week
28965,This is the life of another girl damaged by the system
28966,"These foster homes, I run away and never do miss 'em"
28967,"See, my hormones just run away and if I can get 'em"
28968,"Back to where they used to be, then I'll probably be in the denim"
28969,Of a family gene that show women how to be woman
28970,"Or better yet, a leader, you need her to learn somethin'"
28971,"Then you probably need to beat her, that's how I was taught"
28972,"Three niggas in one room, first time I was tossed"
28973,"And I'm exhausted, but fuck that ""Sorry for your loss"" shit"
28974,"My sister died in vain, but what point are you tryna gain"
28975,If you can't fit the pumps I walk in?
28976,I'll wait… Your rebuttal a little too late
28977,"And if you have a album date, just make sure I'm not in the song"
28978,"'Cause I don't need the attention, bring enough of that on my own"
28979,"And matter fact, did I mention that I physically feel great?"
28980,"A doctor's approval is a waste of time, I know I'm straight"
28981,I'll probably live longer than you and never fade away
28982,"I'll never fade away, I'll never fade away, I know my fate"
28983,"And I'm on the grind for this cake, I'ma get it or die tryin'"
28984,I'm eyein' every male gender with intentions of buyin'
28985,You lyin' to these motherfuckers
28986,Talkin' about you can help 'em with my story
28987,"You can help me if you sell this pussy for me, nigga"
28988,"Don't ignore me, nigga, fuck your glory, nigga, you ain't shit..."
28989,When the lights shut off and it's my turn
28990,"To settle down, my main concern"
28991,Promise that you will sing about me
28992,Promise that you will sing about me
28993,I said when the lights shut off and it's my turn
28994,"To settle down, my main concern"
28995,Promise that you will sing about me
28996,Promise that you will sing about me
28997,Sometimes I look in the mirror
28998,And ask myself: Am I really scared of passin' away?
28999,"If it's today, I hope I hear a"
29000,Cry out from Heaven so loud it can water down a demon
29001,With the Holy Ghost 'til it drown in the blood of Jesus
29002,I wrote some raps that made sure that my lifeline reekin'
29003,"The scent of a reaper, ensurin' that my allegiance"
29004,"With the other side may come soon, and if I'm doomed"
29005,May the womb of my mother be blessed for many moons
29006,I suffer a lot
29007,And every day that glass mirror get tougher to watch
29008,I tie my stomach in knots
29009,And I'm not sure why I'm infatuated with death
29010,My imagination is surely an aggravation of threats
29011,"That can come about, ’cause the tongue is mighty powerful"
29012,And I can name a list of your favorites that probably vouch
29013,Maybe 'cause I'm a dreamer and sleep is the cousin of death
29014,Really stuck in the schema of wonderin' when I'ma rest
29015,"And you're right, your brother was a brother to me"
29016,And your sister's situation was the one that pulled me
29017,In a direction to speak on somethin'
29018,That's realer than the TV screen
29019,"By any means, wasn't tryin' to offend or come between"
29020,"Her personal life, I was like ""It need to be told"""
29021,Cursin' the life of twenty generations after her soul
29022,Exactly what'd happen if I ain't continue rappin'
29023,"Or steady bein' distracted by money, drugs and 4-5's"
29024,"I count lives, all on these songs"
29025,"Look at the weak and cry, pray one day you'll be strong"
29026,"Fightin' for your rights, even when you're wrong"
29027,And hope that at least one of you sing about me when I'm gone
29028,Am I worth it? Did I put enough work in?
29029,Promise that you will sing about me
29030,Promise that you will sing about me
29031,I said when the lights shut off and it's my turn
29032,"To settle down, my main concern"
29033,Promise that you will sing about me
29034,Promise that you will sing about me
29035,Promise that you'll sing about me forever
29036,Promise that you'll sing about me for— ooooh
29037,Promise that you'll sing about me forever
29038,Promise that you'll sing about me for— ooooh
29039,Promise that you'll sing about me forever
29040,Promise that you'll sing about me for— ooooh
29041,Promise that you'll sing about me forever
29042,Promise that you'll sing about me for— ooooh
29043,"""Ay, ay, ay, Where you 'bout to go?"""
29044,"""Nigga, the homie's brother-- nigga, right here, he gone, my nigga, he gone!"""
29045,"""Nigga-- they just killed the homie's brother, my nigga. We right here on the block, my nigga."""
29046,"""Al- alright, nigga-- nigga just come-- alright, alright, just call me back, man, just call me back."""
29047,"""Arghh... Fuck!"
29048,"So what we gon' do, my niggas? What we gon' do?"""
29049,"""Bro, we can go back right now, my nigga. Like... nigga, I don't give a fuck, my nigga. We can go back right now"""
29050,"""Fuck! I'm tired of this shit! I'm tired of fuckin' runnin', I'm tired of this shit! My brother, homie!"""
29051,"Tired of runnin', tired of huntin'"
29052,"My own kind, but retirin' nothin'"
29053,"Tires are steady screechin', the driver is rubbin'"
29054,"Hands on the wheel, who said we wasn't"
29055,"Dyin' of thirst, dyin' of thirst, dyin' of thirst?"
29056,"Dope on the corner, look at the coroner"
29057,"Daughter is dead, mother is mournin' her"
29058,"Stray bullets, AK bullets"
29059,"Resuscitation was waitin' patiently, but they couldn't"
29060,"Bring her back, who got the footage?"
29061,"Channel 9, cameras is lookin'"
29062,It's hard to channel your energy when you know he crooked
29063,"Banana clip, split his banana pudding"
29064,"I'm like Tre, that's Cuba Gooding"
29065,I know I'm good at
29066,"Dyin' of thirst, dyin' of thirst, dyin' of thirst"
29067,How many sins? I'm runnin' out
29068,How many sins? I lost count
29069,Dreams of ballin' like Spalding
29070,But only shotty bounce
29071,"The reaper callin', I'm cottonmouth"
29072,Money is power
29073,Yours is ours
29074,"Lay with a snitch, die with a coward"
29075,"Hope we get rich, hope we can tower"
29076,Over the city with vanity with the music louder
29077,"The same song, a black flower"
29078,I'll show you how to
29079,"Dye your thirst, dye your thirst, dye your thirst"
29080,What are we doin'? Who are we foolin'?
29081,"Hell is hot, fire is proven"
29082,"To burn for eternity, return of the student"
29083,That never learned how to live righteous but how to shoot it
29084,"Tired of runnin', choirs is hummin'"
29085,"Tell us to visit, we lie about comin'"
29086,"Now back to business, loadin' the guns in"
29087,"Back of the Buick, your hood is feudin'"
29088,"The beef is bubblin', it's no discussion"
29089,"Hereditary, all of my cousins"
29090,"Dyin' of thirst, dyin' of thirst, dyin' of thirst"
29091,"Too many sins, I'm runnin' out"
29092,Somebody send me a well for the drought
29093,See all I know is takin' notes
29094,"On takin' this life for granted, granted, if he provoke"
29095,"My best days, I stress days"
29096,"My best days, I stress days"
29097,"Say ""fuck the world,"" my sex slave"
29098,"Money, pussy, and greed—what's my next crave?"
29099,"Whatever it is, know it's my next grave"
29100,"Tired of runnin', tired of runnin', tired of tumblin'"
29101,"Tired of runnin', tired of tumblin' – backwards"
29102,"My momma say ""See, a pastor give me a promise"
29103,What if today was the rapture and you completely tarnished?
29104,"The truth will set you free, so to me be completely honest"
29105,"You dyin' of thirst, you dyin' of thirst"
29106,"So hop in that water, and pray that it works."""
29107,Fuck! I’m tired of this shit!
29108,"I’m tired of fuckin' runnin', I’m tired of this shit!"
29109,"That’s my brother, homie!"
29110,"Young man, come talk to me! Is that what I think that is?"
29111,I know that's not what I think that is
29112,Why are you so angry?
29113,"See, you young men are dying of thirst"
29114,Do you know what that means?
29115,"That means you need water, holy water"
29116,"You need to be baptized, with the spirit of the Lord"
29117,Do you want to receive God as your personal savior?
29118,"Okay, repeat after me:"
29119,"""Lord God, I come to You a sinner."""
29120,"""And I humbly repent for my sins."""
29121,"""I believe that Jesus is Lord."""
29122,"""I believe you raised Him from the dead."""
29123,"""I would ask that Jesus come into my life."""
29124,"""And be my Lord and Savior."""
29125,"""I receive Jesus to take control of my life."""
29126,"""And that I may live for Him from this day forward."""
29127,"""Thank you, Lord Jesus"
29128,"For saving me with Your precious blood."""
29129,"(Thank you, Lord Jesus"
29130,For saving me with Your precious blood)
29131,"""In Jesus' name, amen."""
29132,"Alright now, remember this day"
29133,The start of a new life – your REAL life
29134,​​​​​​​​​​​​​​​​​​​
29135,Is this mic on?
29136,"Hey, Hey! Hey! Turn the mic up, c'mon, c'mon"
29137,Is the mic on or not? I want the mic
29138,"We're bringing up nobody, nobody..."
29139,Nobody but the number one rapper in the world
29140,He done traveled all over the world
29141,He came back just to give you some game
29142,"All of the little boys and girls, come up here"
29143,"Come right here, this is for you, come on up"
29144,"Kendrick Lamar, make some noise, brother"
29145,I done been through a whole lot
29146,"Trial, tribulation, but I know God"
29147,The Devil wanna put me in a bow tie
29148,Pray that the holy water don't go dry
29149,As I look around me
29150,So many motherfuckers wanna down me
29151,But enemigo never drown me
29152,In front of a dirty double-mirror they found me
29153,And
29154,"When you lookin' at me, tell me what do you see?"
29155,"Ahh, I put a bullet in the back of the back of the head of the police"
29156,"Illuminated by the hand of God, boy, don't seem shy"
29157,One day at a time
29158,"They wanna say it's a war outside, bomb in the street"
29159,"Gun in the hood, mob of police"
29160,Rock on the corner with a line for the fiend
29161,"And a bottle full of lean and a model on the scheme, uh"
29162,These days of frustration keep y'all on tuck and rotation
29163,"I duck these cold faces, post up fi-fie-fo-fum basis"
29164,Dreams of reality's peace
29165,Blow steam in the face of the beast
29166,"Sky could fall down, wind could cry now"
29167,Look at me motherfucker I smile-
29168,And
29169,"When you lookin' at me, tell me what do you see?"
29170,"Ahh, I put a bullet in the back of the back of the head of the police"
29171,Illuminated—
29172,"All ya'll come to the front, ya'll come up to the front"
29173,"Baby what about you, come on"
29174,"Lift up your head and keep moving,  turn the mic up"
29175,"Peace to fashion police, I wear my heart"
29176,"On my sleeve, let the runway start"
29177,You know the miserable do love company
29178,What do you want from me and my scars?
29179,"Everybody lack confidence, everybody lack confidence"
29180,How many times my potential was anonymous?
29181,How many times the city making me promises?
29182,"So I promise this, nigga"
29183,"When you lookin' at me, tell me what do you see?"
29184,"Ahh, I put a bullet in the back of the back of the head of the police"
29185,"Illuminated by the hand of God, boy don't seem shy"
29186,Huh  Huh
29187,Huh  Huh
29188,Huh  Huh
29189,"Huh  one, two, three"
29190,I went to war last night
29191,"With an automatic weapon, don't nobody call a medic"
29192,I'ma do it till I get it right
29193,I went to war last night
29194,I've been dealing with depression ever since an adolescent
29195,"Duckin' every other blessin', I can never see the message"
29196,"I could never take the lead, I could never bob and weave"
29197,From a negative and letting them annihilate me
29198,And it's evident I'm moving at a meteor speed
29199,"Finna run into a building, lay my body..."
29200,"Not on my, not while I'm up here"
29201,"Not on my time, kill the music, not on my time"
29202,We could save that shit for the streets
29203,"We could save that shit, this for the kids bro"
29204,"2015, niggas tired of playin' victim dog"
29205,"Niggas ain't trying to play vic— TuTu, how many niggas we done lost?"
29206,"Yan-Yan, how many we done lost?"
29207,"No for real, answer the que—, how many niggas we done lost bro?"
29208,"This—, this year alone"
29209,"Exactly, so we ain't got time to waste time my nigga"
29210,Niggas gotta make time bro
29211,"The judge make time, you know that, the judge make time right?"
29212,The judge make time so it ain’t shit
29213,"It shouldn’t be shit for us to come out here and appreciate the little bit of life we got left, dog"
29214,"On the dead homies, Charlie P, you know that bro"
29215,You know that
29216,"It’s mando, right, it's mando"
29217,And I— And I say this because I love you niggas man
29218,I love all my niggas bro
29219,"Exac— enough said, enough said"
29220,"And we gon' get back to the show and move on, because that shit petty my nigga"
29221,"Mic check, mic check, mic check, mic check, mic check"
29222,We gon' do some acapella shit before we get back to-
29223,"All my niggas listen, listen to this:"
29224,"I promised Dave I'd never use the phrase ""fuck nigga"""
29225,"He said, ""Think about what you saying: ""Fuck niggas"""
29226,No better than Samuel on the Django
29227,"No better than a white man with slave boats"""
29228,Sound like I needed some soul searching
29229,My Pops gave me some game in real person
29230,Retraced my steps on what they never taught me
29231,Did my homework fast before government caught me
29232,So I'ma dedicate this one verse to Oprah
29233,"On how the infamous, sensitive N-word control us"
29234,So many artists gave her an explanation to hold us
29235,"Well, this is my explanation straight from Ethiopia"
29236,N-E-G-U-S definition: royalty; king royalty - wait listen
29237,"N-E-G-U-S description: black emperor, king, ruler, now let me finish"
29238,The history books overlook the word and hide it
29239,America tried to make it to a house divided
29240,The homies don't recognize we been using it wrong
29241,So I'ma break it down and put my game in a song
29242,"N-E-G-U-S, say it with me, or say it no more"
29243,Black stars can come and get me
29244,"Take it from Oprah Winfrey, tell her she right on time"
29245,"Kendrick Lamar, by far, realest Negus alive"
29246,"Uh-uh, fuck that"
29247,"Eight doobies to the face, fuck that"
29248,"12 bottles in the case, nigga, fuck that"
29249,"Two pills and a half-weight, nigga, fuck that"
29250,Got a high tolerance when your age don't exist
29251,"Man, I swear my nigga trippin' off that shit again"
29252,"Pick him up, then I set him in cold water"
29253,Then I order someone to bring him Vicodin
29254,I hope that take the pain away
29255,From the feelin' that he felt today
29256,"You know, when you part of Section.80"
29257,And you feel like no one can relate
29258,"'Cause you are, you are, a loner, loner"
29259,"Marijuana endorphins make you stronger, stronger"
29260,"I'm in the house party, trippin' off"
29261,My generation sippin' cough syrup like it's water
29262,Never no pancakes in the kitchen
29263,"Man, not one of our lives is caught up"
29264,In the daily superstition that the world is 'bout to end
29265,Who gives a fuck? We never do listen
29266,'Less it comes with a 808
29267,PlayStation and some drank
29268,Lookin' around and all I see
29269,Is a big crowd that's product of me
29270,And they probably relatives relevant for a rebel's dream
29271,"Yep, her president is black, she black too"
29272,"Purple label on her back, but that tab is light blue"
29273,She take it straight to the head
29274,"Then she look at me, she got A.D.H.D"
29275,"Eight doobies to the face, fuck that"
29276,"12 bottles in the case, nigga, fuck that"
29277,"Two pills and a half-weight, nigga, fuck that"
29278,Got a high tolerance when your age don't exist
29279,"Like whoa-whoa, whoa, whoa-whoa"
29280,"Whoa, whoa-whoa"
29281,"Whoa, whoa-whoa, whoa, whoa-whoa"
29282,And then she started…
29283,And then she started feelin' herself
29284,Like no one else in this apartment
29285,"""Beg your pardon?"" ""Oh, I rap, baby."""
29286,"""How old are you?"", She say 22, I say 23"
29287,"""Okay, then we are crack babies."""
29288,"""Damn, why you say that?"" She said, ""Where my drink at?"""
29289,"""I'ma tell you later, just tell your neighbors and the police relax."""
29290,"I stood up, shut the blind, closed the screen; Jumbotron"
29291,Made to the back where she reside
29292,"Then she said, ""Read between the lines."""
29293,"Yep, hope that I get close enough when the lights turn down"
29294,And the fact that she just might open up
29295,When the Nuvo start to drown her body and I know
29296,The both of us really deep in the mood now
29297,It's nothin' we can do now
29298,Somebody walked in with a pound of that Bay Area kush
29299,"She looked at me, then looked at it"
29300,"And then she grabbed it, then she said, ""Get it understood."""
29301,"""You know why we crack babies?"
29302,"Because we born in the '80s, that A.D.H.D crazy."""
29303,"Eight doobies to the face, fuck that"
29304,"12 bottles in the case, nigga, fuck that"
29305,"Two pills and a half-weight, nigga, fuck that"
29306,Got a high tolerance when your age don't exist
29307,"Like whoa-whoa, whoa, whoa-whoa"
29308,"Whoa, whoa-whoa"
29309,"Whoa, whoa-whoa, whoa, whoa-whoa"
29310,"You can have all my shine, I'll give you the light"
29311,"Double cup, deuce, four, six, just mix it in Sprite"
29312,"Ecstasy, 'shrooms, blow, 'dro, hoes, whatever you like"
29313,"You can have all my shine, I'll give you the light"
29314,"Love, let's talk about love"
29315,Is it anything and everything you hoped for?
29316,Or do the feeling haunt you?
29317,I know the feeling haunt you
29318,This may be the night that my dreams might let me know
29319,All the stars are closer
29320,All the stars are closer
29321,All the stars are closer
29322,This may be the night that my dreams might let me know
29323,All the stars are closer
29324,All the stars are closer
29325,All the stars are closer
29326,Tell me what you gon' do to me
29327,Confrontation ain't nothin' new to me
29328,"You can bring a bullet, bring a sword, bring a morgue"
29329,But you can't bring the truth to me
29330,Fuck you and all your expectations
29331,I don't even want your congratulations
29332,I recognize your false confidence
29333,And calculated promises all in your conversation
29334,I hate people that feel entitled
29335,Look at me crazy 'cause I ain't invite you
29336,"Oh, you important?"
29337,You the moral to the story? You endorsin'?
29338,"Mothafucka, I don't even like you"
29339,Corrupted man's heart with a gift
29340,That's how you find out who you dealin' with
29341,A small percentage who I'm buildin' with
29342,I want the credit if I'm losin' or I'm winnin'
29343,"On my momma, that's the realest shit"
29344,"Love, let's talk about love"
29345,Is it anything and everything you hoped for?
29346,Or do the feeling haunt you?
29347,I know the feeling haunt you
29348,This may be the night that my dreams might let me know
29349,All the stars are closer
29350,All the stars are closer
29351,All the stars are closer
29352,This may be the night that my dreams might let me know
29353,All the stars are closer
29354,All the stars are closer
29355,All the stars are closer
29356,It's getting cold when an ego gets to talkin'
29357,"I get involved, like a rebound"
29358,"No control, no, I'm switched in the way that you bringin' me down"
29359,"It's a turn on, you didn't wait from me"
29360,"Leave me alone, keep away from me"
29361,"And it sounds wrong, get it away from me, yeah"
29362,I just cry for no reason
29363,I just pray for no reason
29364,"I just think for the life, for the days"
29365,For the hours and another like breathin'
29366,I did it all 'cause it feel good
29367,You'd leave it all if it feel bad
29368,"Better live your life, we were runnin' out of time"
29369,"Love, let's talk about love"
29370,Is it anything and everything you hoped for?
29371,Or do the feeling haunt you?
29372,I know the feeling haunt you
29373,This may be the night that my dreams might let me know
29374,All the stars are closer
29375,All the stars are closer
29376,All the stars are closer
29377,This may be the night that my dreams might let me know
29378,All the stars are closer
29379,All the stars are closer
29380,All the stars are closer
29381,You'd take the clothes off my back and I'd let you
29382,You'd steal the food right out my mouth
29383,And I'd watch you eat it
29384,"I still don’t know why, why our love is so much, ohh"
29385,You curse my name in spite to put me to shame
29386,"Hang my laundry in the streets, dirty or clean"
29387,Give it up for fame
29388,"But I still don't know why, why I love it so much"
29389,"And, baby, it's amazin' I'm in this maze with you"
29390,I just can't crack your code
29391,One day you screamin' you love me loud
29392,The next day you're so cold
29393,"One day you're here, one day you're there, one day you care"
29394,You're so unfair
29395,Sippin' from your cup 'til it runneth over
29396,Holy Grail
29397,"Uh, uh, uh"
29398,"Blue told me remind you niggas, uh"
29399,"Fuck that shit y'all talking 'bout, I'm the nigga, uh"
29400,"Caught up in all these lights and cameras, uh"
29401,"But look what that shit did to Hammer, uh"
29402,"Goddamn it, I like it"
29403,"Bright lights is enticin', but look what it did to Tyson"
29404,"All that money in one night, thirty mil' for one fight"
29405,"But soon as all the money blows, all the pigeons take flight"
29406,"Fuck the fame, keep cheatin' on me"
29407,What I do? I took her back
29408,"Fool me twice; that's my bad, I can't even blame her for that"
29409,Enough to make me wanna murder
29410,"Momma, please just get my bail"
29411,"I know nobody to blame; Kurt Cobain, I did it to myself, uh"
29412,And we all just entertainers
29413,And we're stupid and contagious
29414,And we all just entertainers
29415,"And, baby, it's amazin' I'm in this maze with you"
29416,I just can't crack your code
29417,One day you screamin' you love me loud
29418,The next day you're so cold
29419,"One day you're here, one day you're there, one day you care"
29420,You're so unfair
29421,Sippin' from your cup 'til it runneth over
29422,Holy Grail
29423,Now I got tattoos on my body
29424,Psycho bitches in my lobby
29425,"I got haters in the paper, photo shoots with paparazzi"
29426,Can't even take my daughter for a walk
29427,See 'em by the corner store
29428,I feel like I'm cornered off
29429,"Enough is enough, I'm callin' this off"
29430,Who the fuck I'm kiddin' though?
29431,"I'm gettin' high, sittin' low"
29432,"Slidin' by in that big body, curtains all in my window"
29433,"This fame hurt, but this chain worse"
29434,I think back you asked the same person
29435,If this is all you had to deal with
29436,"Nigga, deal with, this shit ain't work"
29437,"This light work, camera snappin', my eyes hurt"
29438,Niggas dying back where I was birthed
29439,Fuck your iris and the IRS
29440,Get the hell up off your high horse
29441,"You got the shit that niggas die for, dry yours"
29442,Why you mad? Take the good with the bad
29443,Or throw the baby out with that bath water
29444,"You still alive, still that nigga"
29445,"Nigga, you survived, you still gettin' bigger"
29446,"Nigga, living the life, vanilla wafers in a villa"
29447,Illest nigga alive; Michael Jackson's Thriller
29448,"And, baby, it's amazin' I'm in this maze with you"
29449,I just can't crack your code
29450,One day you screamin' you love me loud
29451,The next day you're so cold
29452,"One day you're here, one day you're there, one day you care"
29453,You're so unfair
29454,Sippin' from your cup 'til it runneth over
29455,Holy Grail
29456,You get the air out my lungs whenever you need it
29457,And you take the blade right out my heart
29458,Just so you can watch me bleed
29459,"And I still don't know why, why I love you so much, yeah"
29460,And you play this game in spite to drive me insane
29461,I got it tattooed on my sleeve
29462,Forever in ink with guess whose name
29463,"But I still don't know why, why our love is so much, yeah"
29464,"And, baby, it's amazin' I'm in this maze with you"
29465,I just can't crack your code
29466,One day you screamin' you love me loud
29467,The next day you're so cold
29468,"One day you're here, one day you're there, one day you care"
29469,You're so unfair
29470,Sippin' from your cup 'til it runneth over
29471,Holy Grail
29472,"""We're going to skate to one song, one song only"""
29473,Ball so hard mothafuckers wanna fine me
29474,So I ball so hard mothafuckers wanna fine me
29475,But first niggas gotta find me
29476,What's fifty grand to a mothafucker like me?
29477,Can you please remind me?
29478,This shit crazy
29479,Y'all don't know that don't shit faze me
29480,The Nets could go 0 for 82
29481,And I'd look at you like this shit gravy
29482,This shit weird
29483,We ain't even 'posed to be here
29484,Since we here
29485,It's only right that we'd be fair
29486,"Psycho: I'm liable to go Michael, take your pick"
29487,"Jackson, Tyson, Jordan, Game 6"
29488,Got a broken clock
29489,Rollies that don't tick-tock
29490,Audemars that's losing time
29491,Hidden behind all these big rocks
29492,I'm shocked too
29493,I'm supposed to be locked up too
29494,If you escaped what I've escaped
29495,You'd be in Paris getting fucked up too
29496,Let's get faded
29497,Le Meurice for like six days
29498,"Gold bottles, scold models"
29499,Spillin' Ace on my sick J's
29500,"Bitch, behave"
29501,Just might let you meet 'Ye
29502,Chi-Town's D. Rose
29503,I'm moving the Nets to BK
29504,Ball so hard mothafuckers wanna fine me
29505,"That shit cray, that shit cray, that shit cray"
29506,B-ball so hard mothafuckers wanna fine me
29507,"That shit cray, that shit cray, that shit cray"
29508,"She said, ""'Ye, can we get married at the mall?"""
29509,"I said, ""Look, you need to crawl 'fore you ball"
29510,Come and meet me in the bathroom stall
29511,"And show me why you deserve to have it all"""
29512,"That shit cray, ain't it, Jay?"
29513,"What she order, fish fillet?"
29514,"""Your whip so cold"" – this old thing?"
29515,Act like you'll ever be around mothafuckers like this again
29516,"Bougie girl, grab my hand"
29517,Fuck that bitch; she don't wanna dance
29518,"Excuse my French, but I'm in France, ahah, I'm just sayin'"
29519,Prince Williams ain't do it right if you ask me
29520,'Cause I was him I would have married Kate and Ashley
29521,"What's Gucci, my nigga?"
29522,"What's Louis, my killer?"
29523,"What's drugs, my dealer?"
29524,"What's that jacket, Margiela?"
29525,Doctors say I'm the illest
29526,'Cause I'm suffering from realness
29527,Got my niggas in Paris
29528,"And they going gorillas, huh"
29529,"""I don't even know what that means"
29530,"No one knows what it means, but it's provocative"
29531,"No, it's not, it's gross"
29532,"Gets the people going"""
29533,Ball so hard mothafuckers wanna fine me
29534,B-ball so hard mothafuckers wanna fine me
29535,You are now watching the throne
29536,Don't let me get in my zone
29537,Don't let me get in my zone
29538,Don't let me get in my zone
29539,These other niggas is lyin'
29540,Actin' like the summer ain't mine
29541,Don't let me get in my zone
29542,Don't let me get in my zone
29543,Don't let me get in my zone
29544,Don't let me get in my zone
29545,The stars is in the building
29546,They hands is to the ceiling
29547,I know I'm 'bout to kill it
29548,How you know? I got that feeling
29549,You are now watching the throne
29550,Don't let me into my zone
29551,Don't let me into my zone
29552,What of the dollar you murdered for?
29553,Is that the one fighting for your soul?
29554,Or your brother's the one that you're running from?
29555,"But if you got money, fuck it, ‘cause I want some"
29556,"B-I-G, who fuckin' with me?"
29557,"Oh, God! Whoa, okay"
